Hostname,Sensor ID,IP address history,OS version,Manufacturer,Last seen
CMRLPT19336,09fcfdb56d784e439c44ff891b04deac,"10.102.9.44, 10.102.9.97, 10.102.8.131",Windows 10,LENOVO,2025-09-16T16:01:31Z
CMRLPT19350,3091aef66b414b618dc7c0fcd0df01d8,"10.102.9.128, 192.168.244.254, 10.102.8.91",Windows 10,LENOVO,2025-09-16T15:32:11Z
CMRLPT19352,2a7ad8bcd17f43c1a71145eb432fd877,10.102.8.181,Windows 10,LENOVO,2025-09-10T12:27:06Z
CMRLPT19354,4c98b986731446a381e4b95e88e8266f,"10.102.8.126, 10.102.8.13",Windows 10,LENOVO,2025-09-17T05:34:36Z
CMRLPT19356,ae732a89b1d44c1cb1c57600e8673797,"192.168.137.1, 10.102.9.144, 10.102.9.174, 10.102.9.133, 10.102.8.170",Windows 10,LENOVO,2025-08-28T11:56:30Z
CMRLPT19358,13b8a08eb41244e0b2b2a875334e2a3b,"192.168.137.1, 10.102.9.116, 192.168.154.226, 192.168.253.189, 10.102.9.16, 10.102.8.118",Windows 10,LENOVO,2025-09-16T16:17:56Z
CMRLPT19361,67ce303996694d3a82cda4abf156d9eb,"192.168.137.1, 192.168.1.153, 10.102.9.174, 192.168.100.1, 10.102.9.97, 192.168.67.236",Windows 10,LENOVO,2025-09-17T06:52:20Z
CMRLPT19363,ccb6209f6b0040c7a26834f79583ae30,"192.168.137.1, 10.102.9.126, 10.102.8.50",Windows 10,LENOVO,2025-09-15T12:09:43Z
CMRLPT19366,9321623f9e2d4a8592db46f3c3720799,"192.168.137.1, 10.102.9.141, 10.102.9.74, 10.102.8.128",Windows 10,LENOVO,2025-09-15T13:04:38Z
CMRLPT19368,5368314970d242f0814d38229fcfb59c,"192.168.137.1, 10.102.9.118, 10.102.8.14",Windows 10,LENOVO,2025-09-17T07:02:54Z
CMRLPT19369,7d5370a4d8b14eedad6fcf64edb8fbe6,"192.168.137.1, 10.102.9.127, 10.102.8.128",Windows 10,LENOVO,2025-09-17T06:48:03Z
CMRLPT19378,0dcbee2570a847ccb2b1f500000185ce,"10.102.9.174, 10.102.8.57",Windows 10,LENOVO,2025-09-16T17:19:53Z
CMRLPT20001,401215e12d014c66ae258091c37e09dc,"10.100.4.56, 10.100.4.48, 192.168.244.254, 10.100.0.188",Windows 10,LENOVO,2025-09-17T07:04:24Z
CMRLPT20002,3922bcff1d154e3da66a2bf4afd82ebe,"192.168.137.1, 10.97.224.109, 192.168.244.254, 192.168.244.254, 10.97.225.216",Windows 10,LENOVO,2025-09-17T06:36:00Z
CMRLPT20003,e141dcd9764d491693ed1b9816747a96,"10.97.88.6, 10.97.37.173",Windows 10,LENOVO,2025-09-17T06:51:23Z
CMRLPT20004,fa5f0beaa5654721a0a084c2e8cb458d,"10.100.5.58, 10.100.0.84",Windows 10,LENOVO,2025-09-17T07:03:33Z
CMRLPT20005,ee78388ab0bf4626a203ea8851b85c48,"192.168.244.254, 10.77.223.6",Windows 10,LENOVO,2025-09-16T21:23:16Z
CMRLPT20008,d813336d1c4643a3862ab07f25b1ac23,"192.168.137.1, 10.100.4.16, 192.168.244.254, 172.27.112.1, 10.100.0.34",Windows 11,LENOVO,2025-09-17T06:50:45Z
CMRLPT20009,6b9a8bec55354f9e997b8634d309dd6b,"10.102.34.30, 172.26.208.1, 192.168.56.1, 10.102.33.231",Windows 10,LENOVO,2025-09-17T06:50:07Z
CMRLPT20010,ae312ec7efb945e2bcfac95f79c976f9,"10.96.70.116, 10.96.75.32",Windows 10,LENOVO,2025-09-16T14:36:17Z
CMRLPT20011,e65f8f9368a642e3858b29712ec4d9a2,"192.168.137.1, 10.99.2.88, 192.168.244.254, 10.99.0.5",Windows 10,LENOVO,2025-09-17T07:03:50Z
CMRLPT20012,296845edd9d94e4b8cbac55d4fada5e1,"192.168.137.1, 10.96.2.41, 10.96.70.64, 10.96.70.117, 10.96.70.25, 10.96.75.61",Windows 10,LENOVO,2025-09-16T14:38:28Z
CMRLPT20014,df6e4539514e4b9bace3e63726bb2081,"10.96.70.40, 10.96.75.87",Windows 10,LENOVO,2025-09-16T18:10:50Z
CMRLPT20015,88ca928c0ac44b329c2d4da2877e335b,"10.96.70.48, 10.96.75.50",Windows 10,LENOVO,2025-09-17T06:43:47Z
CMRLPT20016,1997fe50a583449c8ed556eacc2e89c6,"10.96.70.46, 10.96.70.40, 10.96.75.75",Windows 10,LENOVO,2025-09-17T06:41:51Z
CMRLPT20017,c6afd683acbf404f871b07671e69e19e,"10.96.36.17, 192.168.91.24",Windows 10,LENOVO,2025-09-17T06:43:13Z
CMRLPT20019,97c4f9c310b14ffd99765ed13e18a7fc,"192.168.88.15, 10.97.224.211, 192.168.244.254, 192.168.244.254, 10.97.225.177",Windows 10,LENOVO,2025-09-17T06:49:44Z
CMRLPT20020,12c50632b69d4fc78511c4dcbe7116a9,"192.168.137.1, 10.96.2.85, 10.96.0.12",Windows 10,LENOVO,2025-09-16T19:36:47Z
CMRLPT20021,e3652f9f867c43ea9e571df53708f473,"10.96.112.34, 10.96.113.34",Windows 10,LENOVO,2025-09-17T06:18:15Z
CMRLPT20022,4aeae4e4a9c4497c9ca3fcd0ccdef7c1,"192.168.137.1, 10.96.0.8, 10.96.0.16",Windows 10,LENOVO,2025-09-17T06:35:08Z
CMRLPT20023,b6d175b9a84e49198df75de81d0cb59c,"192.168.137.1, 169.254.195.220, 192.168.138.1, 10.96.2.148, 10.96.0.28",Windows 10,LENOVO,2025-09-17T06:56:07Z
CMRLPT20024,ca42f19aea084b849e7c248198f69729,"192.168.137.1, 10.96.6.84, 10.96.2.41, 192.168.8.229, 10.96.0.66",Windows 10,LENOVO,2025-09-15T14:02:40Z
CMRLPT20025,ed87098cc7cf4bd58e090aa78027f805,"192.168.137.1, 10.97.2.12, 10.97.3.15, 192.168.244.254, 10.96.161.59",Windows 10,LENOVO,2025-09-17T06:49:05Z
CMRLPT20026,b5aaf2d1f42a4b278c193f46e4a7c9e3,"192.168.88.12, 10.102.34.71, 10.102.33.206",Windows 10,LENOVO,2025-09-17T06:53:12Z
CMRLPT20027,19c28b63aa644af9878e75fb761d10d4,"10.102.112.17, 192.168.1.153",Windows 10,LENOVO,2025-09-17T06:48:51Z
