#TYPE Selected.Microsoft.ActiveDirectory.Management.ADComputer
"Name";"OperatingSystem";"OperatingSystemVersion";"LastLogonDate";"IPv4Address"
"CMRLPT21035";"Windows 10 Enterprise";"10.0 (19045)";"14/09/2025 17:17:11";"10.100.0.183"
"CMRUCT21013";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 08:24:20";"10.102.33.225"
"CMRUCT21007";"Windows 10 Entreprise";"10.0 (19045)";"14/09/2025 10:56:34";"10.102.112.18"
"CMRUCT21017";"Windows 11 Entreprise";"10.0 (26100)";"22/09/2025 07:38:19";"10.100.0.73"
"CMRUCT21010";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 08:19:01";"10.102.34.42"
"CMRUCT21012";"Windows 10 Entreprise";"10.0 (19045)";"14/09/2025 12:34:45";"10.102.34.2"
"CMRUCT21014";"Windows 10 Entreprise";"10.0 (19045)";"25/08/2025 08:09:21";"10.100.0.219"
"CMRUCT21046";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 12:45:18";"10.96.2.61"
"CMRUCT21023";"Windows 10 Entreprise";"10.0 (19045)";"16/09/2025 07:05:00";"10.102.34.85"
"CMRUCT21055";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 12:17:17";"10.102.2.60"
"CMRUCT21058";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 07:12:33";"10.102.2.58"
"CMRUCT21053";"Windows 10 Entreprise";"10.0 (19045)";"13/09/2025 21:17:46";"10.102.2.1"
"CMRLPT21014";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 07:35:00";"10.96.75.13"
"CMRLPT21021";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 06:51:54";"10.96.75.38"
"CMRUCT19220";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 07:30:15";"10.100.5.97"
"CMRUCT21044";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 06:55:25";"10.96.2.84"
"CMRUCT21059";"Windows 10 Entreprise";"10.0 (19045)";"16/09/2025 07:52:18";"10.102.2.141"
"CMRUCT21048";"Windows 10 Entreprise";"10.0 (19045)";"19/09/2025 16:51:41";"10.96.2.80"
"CMRUCT21047";"Windows 10 Entreprise";"10.0 (19045)";"20/09/2025 12:21:25";"10.96.70.140"
"CMRLPT21015";"Windows 10 Professionnel";"10.0 (19045)";"12/09/2025 11:03:26";"10.96.2.141"
"CMRUCT20050";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 10:10:21";"10.96.2.222"
"CMRUCT21052";"Windows 10 Entreprise";"10.0 (19045)";"17/09/2025 07:39:49";"10.102.2.21"
"CMRLPT21016";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 10:55:19";"10.96.2.108"
"CMRUCT21064";"Windows 10 Entreprise";"10.0 (19045)";"08/09/2025 08:42:46";"10.102.34.23"
"CMRUCT21062";"Windows 11 Entreprise";"10.0 (26100)";"16/09/2025 08:07:14";"10.102.34.14"
"CMRUCT21029";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 06:27:46";"10.98.2.103"
"CMRLPT21028";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 11:06:12";"10.96.75.69"
"CMRUCT21075";"Windows 10 Entreprise";"10.0 (19045)";"21/09/2025 11:27:49";"10.100.4.78"
"CMRUCT21076";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 07:19:20";"10.102.34.63"
"CMRUCT21035";"Windows 10 Entreprise";"10.0 (19045)";"01/09/2025 07:42:14";"10.99.2.79"
"CMRLPT21024";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 07:53:04";"10.102.8.12"
"CMRUCT21049";"Windows 10 Entreprise";"10.0 (19045)";"21/09/2025 08:36:24";"10.97.224.40"
"CMRUCT21026";"Windows 10 Entreprise";"10.0 (19045)";"19/09/2025 09:49:41";"10.98.2.31"
"CMRUCT21050";"Windows 10 Entreprise";"10.0 (19045)";"13/09/2025 19:54:55";"10.97.224.16"
"CMRUCT21028";"Windows 10 Entreprise";"10.0 (19045)";"13/09/2025 23:52:54";"10.98.2.40"
"CMRUCT21022";"Windows 10 Entreprise";"10.0 (19045)";"02/06/2025 11:49:56";
"CMRUCT21077";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 08:09:19";"10.102.34.24"
"CMRUCT21027";"Windows 10 Entreprise";"10.0 (19045)";"16/09/2025 23:28:11";"10.98.44.15"
"CMRUCT20138";"Windows 10 Entreprise";"10.0 (19045)";"19/09/2025 10:00:17";"10.96.2.81"
"CMRUCT21065";"Windows 10 Entreprise";"10.0 (19045)";"20/09/2025 21:30:56";"10.102.34.32"
"CMRUCT21037";"Windows 10 Entreprise";"10.0 (19045)";"17/09/2025 09:16:35";"10.99.36.12"
"CMRLPT21033";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 07:41:10";"10.96.112.9"
"CMRLPT21037";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 08:29:06";"10.100.0.124"
"CMRUCT21011";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 19:43:03";"10.100.5.79"
"CMRLPT21040";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 07:42:46";"10.99.0.17"
"CMRLPT21051";"Windows 11 Entreprise";"10.0 (26100)";"22/09/2025 10:03:46";"10.100.0.48"
"CMRUCT19204";"Windows 10 Entreprise";"10.0 (19045)";"24/07/2025 07:41:03";
"CMRLPT21151";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 13:30:46";"10.100.5.63"
"CMRUCT21041";"Windows 10 Entreprise";"10.0 (19045)";"13/09/2025 07:24:56";"10.101.2.22"
"CMRUCT21034";"Windows 10 Entreprise";"10.0 (19045)";"21/09/2025 04:34:39";"10.99.2.1"
"CMRUCT21033";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 11:41:03";"10.99.2.31"
"CMRUCT20034";"Windows 10 Entreprise";"10.0 (19045)";"17/09/2025 12:50:06";"10.99.2.44"
"CMRUCT20108";"Windows 10 Professionnel";"10.0 (19045)";"16/09/2025 01:23:53";"10.96.2.78"
"CMRUCT21043";"Windows 11 Entreprise";"10.0 (26100)";"13/09/2025 07:43:40";"10.101.2.61"
"CMRUCT21042";"Windows 11 Entreprise";"10.0 (26100)";"13/09/2025 06:34:02";"10.101.2.5"
"CMRLPT21010";"Windows 10 Entreprise";"10.0 (19045)";"20/09/2025 07:55:10";"10.96.0.43"
"CMRLPT21064";"Windows 10 Entreprise";"10.0 (19045)";"17/09/2025 14:36:33";"10.100.5.64"
"CMRLPT21061";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 08:10:12";"10.100.0.23"
"CMRLPT21070";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 16:13:47";"10.100.0.163"
"CMRLPT21049";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 11:32:24";"10.98.2.16"
"CMRLPT21048";"Windows 10 Entreprise";"10.0 (19045)";"16/09/2025 12:54:52";"10.98.69.165"
"CMRLPT21045";"Windows 10 Entreprise";"10.0 (19045)";"14/09/2025 16:39:53";"10.98.0.32"
"CMRLPT21067";"Windows 10 Entreprise";"10.0 (19045)";"14/09/2025 09:34:57";"10.100.0.233"
"CMRLPT21075";"Windows 10 Entreprise";"10.0 (19045)";"16/09/2025 12:30:56";"10.102.34.69"
"CMRLPT21132";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 16:16:14";"10.99.0.35"
"CMRLPT21134";"Windows 10 Entreprise";"10.0 (19045)";"18/09/2025 08:36:20";"10.99.2.100"
"CMRLPT21123";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 06:57:43";"10.100.0.29"
"CMRLPT21111";"Windows 10 Entreprise";"10.0 (19045)";"17/09/2025 06:59:25";"10.96.70.2"
"CMRLPT21110";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 07:33:42";"10.96.70.88"
"CMRLPT21115";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 13:39:51";"10.96.70.86"
"CMRLPT21113";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 09:49:20";"10.96.70.71"
"CMRLPT21119";"Windows 10 Entreprise";"10.0 (19045)";"21/09/2025 09:48:17";"10.96.75.17"
"CMRLPT21114";"Windows 10 Entreprise";"10.0 (19045)";"11/09/2025 12:46:21";"10.96.75.82"
"CMRLPT21116";"Windows 11 Entreprise";"10.0 (26100)";"19/09/2025 12:08:13";"10.96.70.65"
"CMRUCT21054";"Windows 10 Professionnel";"10.0 (19045)";"21/09/2025 10:43:07";"10.102.2.68"
"CMRLPT21080";"Windows 10 Entreprise";"10.0 (19045)";"15/09/2025 08:45:31";
"CMRLPT21081";"Windows 10 Entreprise";"10.0 (19045)";"02/09/2025 14:30:38";"10.96.75.113"
"CMRLPT21156";"Windows 10 Entreprise";"10.0 (19045)";"22/09/2025 08:48:42";"10.100.4.69"
